job_number,run_time,n_procs
1164,1,110.656628
1777,1,112.061254
640,1,114.410540
658,1,114.738057
115,1,123.754890
569,1,125.045846
651,1,127.287973
2796,1,128.256837
2173,1,131.111954
2144,1,131.159861
1156,1,134.289730
180,1,138.062999
1338,1,139.754117
2079,1,150.182342
1369,1,153.370620
1819,1,155.756942
639,1,160.081290
1339,1,164.644666
1594,1,164.708298
1162,1,173.801931
1163,1,173.865806
1177,1,174.753970
317,1,178.383076
1403,1,179.157666
1342,1,191.389506
1161,1,192.295177
974,1,200.452898
637,1,201.201478
1085,1,211.145584
1356,1,99.333029
896,1,103.777909
189,1,100.146283
515,1,102.438623
2185,1,219.540893
735,1,95.269760
2376,1,98.122868
1165,1,91.413180
648,1,88.495782
2187,1,85.382417
768,1,96.172819
797,1,95.275056
643,1,93.391842
2600,1,85.570580
1970,1,225.641234
1965,1,228.966279
1388,1,79.283647
157,1,83.040407
1291,1,78.076750
698,1,76.248898
699,1,76.208337
700,1,76.224611
736,1,76.278670
737,1,76.204367
769,1,76.214786
1311,1,75.440750
770,1,76.353122
2795,1,73.217093
2979,1,73.255725
1372,1,70.878707
1736,1,72.379500
1273,1,61.154024
1274,1,61.722258
1268,1,63.509719
1014,1,60.238244
646,1,57.136621
1968,1,65.654972
647,1,57.244071
1017,1,69.371658
1271,1,60.201471
804,1,57.187472
1269,1,58.782730
2474,1,57.183190
805,1,57.473417
2677,1,57.214764
1334,1,56.522106
1386,1,56.386008
2105,1,48.201971
883,1,45.710638
230,1,48.808143
595,1,50.323056
988,1,54.952243
1310,1,44.224080
1595,1,45.708329
156,1,42.674331
1969,1,42.664614
1317,1,44.250931
649,1,39.618873
1506,1,40.402375
659,1,38.857019
1319,1,38.912220
381,1,38.077624
382,1,38.084110
385,1,38.092422
673,1,38.855519
674,1,38.241165
675,1,38.116602
676,1,38.094657
677,1,38.178847
679,1,38.122063
680,1,38.096662
831,1,38.106107
832,1,38.100398
834,1,38.104857
833,1,38.211681
835,1,38.094147
836,1,38.127324
838,1,38.195875
841,1,38.113550
1964,1,38.158276
1978,1,38.489819
1981,1,38.179249
840,1,39.482745
1984,1,38.154451
2004,1,38.100982
2005,1,38.079677
2475,1,38.092917
2699,1,38.160602
2700,1,38.164258
2702,1,38.333370
2703,1,38.119600
2704,1,38.098478
2705,1,38.192332
2706,1,38.242632
2710,1,38.218529
2714,1,38.281930
2715,1,38.157803
2716,1,38.192645
2718,1,38.095835
2717,1,38.176345
2719,1,38.152778
2720,1,38.157851
2721,1,38.090451
1327,1,36.652293
2723,1,38.118107
2722,1,38.191201
2725,1,38.111566
2724,1,38.181320
1835,1,36.576415
172,1,37.417984
1316,1,37.464429
650,1,37.525529
2442,1,36.616252
2443,1,36.576340
2726,1,38.914045
2980,1,36.642836
2981,1,36.610222
888,1,35.813658
82,1,32.763668
1198,1,35.826280
159,1,35.038247
1270,1,34.297262
1235,1,35.066189
1144,1,31.501621
1834,1,32.763978
1846,1,30.485509
1847,1,30.533379
992,1,23.614984
683,1,22.858721
1290,1,23.624386
1333,1,24.383282
1352,1,24.455520
1734,1,23.618659
1816,1,23.634969
2444,1,24.495330
2447,1,24.510780
890,1,22.415592
938,1,22.140216
1848,1,30.473094
1259,1,25.917224
1849,1,30.565266
1596,1,27.425224
1597,1,27.497769
1850,1,30.487082
605,1,28.345086
1370,1,28.962967
1851,1,30.522824
1852,1,30.614020
1853,1,30.496029
2664,1,30.503942
940,1,19.851935
941,1,20.593506
963,1,22.127079
173,1,21.378742
1773,1,22.139177
383,1,19.073994
384,1,19.045380
598,1,19.047919
820,1,19.060484
90,1,16.762473
91,1,16.765350
1293,1,18.292003
2189,1,18.306994
2190,1,18.309858
2445,1,18.312443
86,1,16.014786
2446,1,18.290176
837,1,19.053730
87,1,16.022896
923,1,19.054227
839,1,19.097592
2701,1,19.054190
2448,1,18.293247
2583,1,18.278521
93,1,16.014064
92,1,17.094412
94,1,16.036608
229,1,16.019002
1168,1,12.965486
83,1,15.266165
84,1,15.246525
85,1,15.268168
99,1,9.146223
1167,1,14.527170
1256,1,14.473057
1153,1,16.194868
88,1,15.253673
89,1,15.244927
899,1,1.523705
929,1,1.523246
682,1,3.047475
687,1,3.049529
897,1,3.046426
2107,1,0.761937
898,1,3.048522
2675,1,3.816546
205,1,4.571296
1776,1,3.052467
206,1,4.571403
174,1,12.209269
211,1,4.569041
2380,1,3.041071
2381,1,3.040893
212,1,4.572129
3019,1,3.025156
3017,1,4.615745
3018,1,3.050848
942,1,8.925060
965,1,8.792058
148,1,7.217029
103,1,7.299722
97,1,8.029755
98,1,8.007485
100,1,7.849035
101,1,7.863803
1023,1,8.715509
1779,1,7.839028
102,1,7.943017
1169,1,8.618300
1950,1,8.626599
1951,1,8.614292
