job_number,run_time,n_procs
1777,1,109.054604
1164,1,109.864301
640,1,114.398019
658,1,114.468701
115,1,122.907573
569,1,125.076864
651,1,126.582317
2796,1,128.205936
2173,1,131.240111
2144,1,131.255307
1156,1,134.289668
180,1,138.141858
1338,1,139.547823
2079,1,150.342041
1369,1,153.499908
1819,1,155.616642
639,1,160.133124
1594,1,164.663012
1339,1,164.934830
1162,1,173.951057
1163,1,174.606849
1177,1,174.939632
317,1,178.713225
1403,1,179.198697
1342,1,191.446969
1161,1,193.167184
974,1,201.470590
637,1,202.205663
515,1,101.463538
1085,1,211.586544
896,1,103.712630
1356,1,99.196999
189,1,99.919315
2185,1,219.644674
735,1,95.350682
2376,1,97.770026
768,1,95.397924
648,1,88.490646
1165,1,91.607373
2187,1,85.386330
797,1,95.437064
643,1,93.220824
2600,1,85.360303
1970,1,226.624368
1965,1,228.838242
1388,1,79.496174
1291,1,77.779782
157,1,83.264645
698,1,76.213264
699,1,76.244662
700,1,76.323042
736,1,76.335301
769,1,76.687429
737,1,77.284289
1311,1,75.734019
770,1,76.240343
2795,1,73.227505
2979,1,73.204396
1736,1,72.900222
1372,1,72.183878
1273,1,61.017030
1274,1,61.799172
1268,1,63.357094
1968,1,65.704960
646,1,57.196977
1269,1,59.000044
1014,1,60.321108
647,1,57.255821
804,1,57.246837
1271,1,60.232225
805,1,57.312297
1017,1,69.413753
2474,1,57.229780
1334,1,56.429086
2105,1,48.080087
2677,1,57.198599
883,1,45.747365
230,1,48.931790
1386,1,56.423395
595,1,50.394318
988,1,54.919426
1310,1,44.220802
1595,1,45.759598
156,1,42.734771
1317,1,44.224050
649,1,39.642307
1969,1,42.756290
1506,1,40.464843
659,1,38.944321
1319,1,39.469511
382,1,38.125717
381,1,38.739018
385,1,38.154076
673,1,38.152887
674,1,38.144652
675,1,38.212469
676,1,38.118324
677,1,38.142191
679,1,38.174808
680,1,38.200836
831,1,38.172651
832,1,38.147470
834,1,38.179164
833,1,38.206366
835,1,38.171866
836,1,38.167160
840,1,38.148761
838,1,38.173707
841,1,38.166224
1964,1,38.216286
1978,1,38.114662
1981,1,38.138706
1984,1,38.130078
2004,1,38.123022
2005,1,38.168365
2475,1,38.119952
2699,1,38.124113
2700,1,38.126009
2702,1,38.176750
2703,1,38.167834
2704,1,38.278664
2705,1,38.123323
2706,1,38.129027
2710,1,38.308141
2714,1,38.142405
2715,1,38.156796
2716,1,38.182473
2717,1,38.179908
2718,1,38.125199
2719,1,38.154002
2721,1,38.138197
2722,1,38.170225
650,1,36.649827
2720,1,38.490866
1327,1,36.598245
172,1,37.359995
2723,1,38.116307
1316,1,37.375244
2725,1,38.166757
2724,1,38.184556
2726,1,38.145315
1835,1,36.721999
2442,1,36.592125
2443,1,36.621465
2980,1,36.606641
2981,1,36.750814
888,1,35.840830
82,1,32.838380
1270,1,34.348995
159,1,35.141096
1235,1,35.072261
1198,1,35.829079
1834,1,32.831649
1144,1,31.337327
992,1,23.638387
1290,1,23.643590
1846,1,30.497439
683,1,22.879427
1734,1,23.631590
1333,1,24.426566
1352,1,24.392382
2444,1,24.411036
2447,1,24.422776
1816,1,23.643523
1847,1,30.500735
1848,1,30.497142
1849,1,30.519266
890,1,22.160913
938,1,22.104620
1259,1,25.912204
1850,1,30.506027
1596,1,27.448971
1851,1,30.583621
1597,1,27.438702
605,1,28.234381
1370,1,29.023312
1852,1,30.516338
1853,1,30.532549
2664,1,30.546777
940,1,19.821600
941,1,20.585167
963,1,22.162359
173,1,21.348266
1773,1,22.138331
383,1,19.112649
384,1,19.220597
86,1,16.035101
90,1,16.780438
91,1,16.769338
92,1,16.768674
1293,1,18.294072
2189,1,18.309690
598,1,19.075630
820,1,19.061125
2190,1,18.322546
87,1,16.009420
2445,1,18.316164
2446,1,18.310360
837,1,19.106718
93,1,16.048356
94,1,16.006110
923,1,19.060769
839,1,19.081119
2701,1,19.057637
2448,1,18.297859
229,1,16.042457
2583,1,18.417502
83,1,15.249117
1153,1,16.036122
84,1,15.264276
85,1,15.259081
1168,1,12.974318
1167,1,14.503284
88,1,15.249938
99,1,9.155360
89,1,15.319623
1256,1,14.640145
682,1,3.049160
687,1,3.207511
2675,1,3.833969
2107,1,0.762970
897,1,3.103275
205,1,4.574052
898,1,3.065743
206,1,4.575798
211,1,4.575371
212,1,4.591950
3017,1,4.574650
899,1,1.524600
1776,1,3.051911
929,1,1.555954
2380,1,3.045946
174,1,12.221733
2381,1,3.046046
3018,1,3.023288
3019,1,2.994597
103,1,7.413181
148,1,7.409525
942,1,8.724596
97,1,7.959246
965,1,8.719284
98,1,8.074205
100,1,8.079604
101,1,8.111482
102,1,8.071900
1023,1,8.652510
1779,1,8.031716
1169,1,8.645630
1950,1,8.554779
1951,1,8.551329
