job_number,run_time,n_procs
1777,1,109.145421
1164,1,109.915039
640,1,114.353772
658,1,114.413501
115,1,122.907552
569,1,125.046706
651,1,126.773607
2796,1,128.190965
2144,1,131.272895
2173,1,131.308286
1156,1,134.326568
180,1,138.095334
1338,1,139.744792
2079,1,150.479392
1369,1,153.502766
1819,1,156.469690
639,1,160.891489
1594,1,164.729742
1339,1,164.908630
1163,1,173.998337
1162,1,174.113786
1177,1,174.760323
317,1,178.531601
1403,1,179.204257
1342,1,191.527779
1161,1,194.089293
974,1,200.521657
637,1,203.199851
515,1,101.416387
1085,1,211.498273
896,1,103.738137
1356,1,99.296614
189,1,99.865527
2185,1,220.429804
735,1,95.297810
2376,1,97.931384
768,1,95.397241
648,1,88.469572
1165,1,91.598707
797,1,95.314984
2187,1,85.626664
643,1,93.120874
2600,1,85.550285
1970,1,225.702588
1965,1,228.809476
1388,1,79.492783
157,1,83.223428
1291,1,77.898244
698,1,76.456412
699,1,76.268953
700,1,76.539045
736,1,76.279075
737,1,76.476073
769,1,76.308333
770,1,76.288343
1311,1,76.269788
2795,1,73.296517
2979,1,73.313582
1736,1,72.443800
1372,1,70.975279
1273,1,61.050657
1274,1,61.848767
1268,1,63.382343
1968,1,65.688943
646,1,57.237934
1269,1,58.730514
647,1,57.203076
804,1,57.329437
1014,1,60.244247
1271,1,60.239589
805,1,57.254441
1017,1,69.421735
2474,1,57.308489
2677,1,57.255668
1386,1,56.429145
2105,1,48.118182
230,1,48.863176
1334,1,57.447717
883,1,45.826802
595,1,50.391551
988,1,54.906305
1310,1,44.562669
1595,1,45.757399
156,1,42.755063
1969,1,42.733735
1317,1,44.222797
649,1,39.723047
1506,1,40.415271
659,1,38.920135
1319,1,38.944978
381,1,38.121702
382,1,38.169563
385,1,38.115466
673,1,38.123827
674,1,38.153601
675,1,38.156996
676,1,38.123975
677,1,38.124465
679,1,38.128906
680,1,38.122757
831,1,38.119217
832,1,38.106773
833,1,38.117872
834,1,38.128515
835,1,38.302462
836,1,38.149134
840,1,38.174602
841,1,38.146059
1964,1,38.184557
838,1,39.133733
1978,1,38.182287
1981,1,38.176104
1984,1,38.124259
2004,1,38.143519
2005,1,38.128717
2475,1,38.159141
2699,1,38.145925
2700,1,38.115591
2703,1,38.140124
2702,1,38.284494
2704,1,38.187919
2705,1,38.880086
2706,1,38.142273
2710,1,38.444324
2714,1,38.169085
2715,1,38.128768
2716,1,38.178022
2717,1,38.171903
2718,1,38.121671
2719,1,38.127289
2720,1,38.124254
2721,1,38.173789
2722,1,38.124556
2723,1,38.121491
2724,1,38.140184
2725,1,38.116600
172,1,37.384331
650,1,36.636348
2726,1,38.181815
1327,1,36.652958
1835,1,36.617660
2442,1,36.596702
1316,1,37.394569
2443,1,36.634287
2980,1,36.610387
888,1,35.838119
2981,1,36.611887
82,1,32.816865
159,1,35.075594
1198,1,35.898830
1270,1,34.319377
1235,1,35.084528
1834,1,32.836361
1144,1,31.256715
1846,1,30.548822
683,1,22.912799
992,1,23.645660
1290,1,23.635381
1333,1,24.410241
1734,1,23.638533
1847,1,31.011407
1352,1,24.433945
1816,1,23.680117
2444,1,24.422012
2447,1,24.405705
1848,1,30.526743
1849,1,30.496306
890,1,22.113626
1259,1,25.989414
938,1,22.370380
1850,1,30.551691
1851,1,30.527468
1596,1,27.441931
1597,1,27.489549
605,1,28.204953
1370,1,28.980012
1852,1,30.513135
1853,1,30.504830
2664,1,30.571450
940,1,19.829021
941,1,20.610044
963,1,22.135777
173,1,21.376409
1773,1,22.160206
383,1,19.054923
384,1,19.070996
598,1,19.067748
86,1,16.036511
90,1,16.775992
91,1,16.769656
92,1,16.781668
87,1,16.050363
1293,1,18.345737
2189,1,18.314825
2190,1,18.332001
2445,1,18.322026
2446,1,18.295246
93,1,16.012025
820,1,19.085840
2448,1,18.338980
837,1,19.068910
94,1,16.055504
839,1,19.081706
923,1,19.113140
2583,1,18.345001
2701,1,19.067917
229,1,16.009640
83,1,15.260948
1153,1,16.028664
84,1,15.256938
1168,1,12.986567
85,1,15.322550
88,1,15.262286
1167,1,14.534068
1256,1,14.533553
89,1,15.257141
682,1,3.049129
687,1,3.089187
2675,1,3.813149
897,1,3.050489
99,1,9.148306
898,1,3.049038
899,1,1.524083
205,1,4.587656
206,1,4.573322
1776,1,3.051045
2380,1,3.050686
211,1,4.573655
212,1,4.573175
3017,1,4.573922
2107,1,0.754757
929,1,1.468461
2381,1,2.964419
3018,1,3.044935
174,1,12.297557
3019,1,3.044224
942,1,8.588559
148,1,7.227582
103,1,7.595457
1169,1,8.317471
1951,1,8.262441
965,1,9.095814
97,1,8.312136
98,1,8.325053
100,1,8.309895
102,1,8.273680
101,1,8.314085
1779,1,8.304671
1023,1,9.023675
1950,1,8.947245
