job_number,run_time,n_procs
1777,1,109.073695
1164,1,110.054477
640,1,114.370332
658,1,114.370306
115,1,122.786749
569,1,125.214818
651,1,126.555931
2796,1,128.006613
2173,1,131.194481
2144,1,131.674510
1156,1,134.261423
180,1,137.970651
1338,1,139.540251
2079,1,150.927372
1369,1,153.200367
1819,1,155.479184
639,1,160.109614
1594,1,164.780244
1339,1,164.815970
1163,1,173.719286
1162,1,173.864272
1177,1,174.808211
317,1,178.390378
1403,1,179.429158
1342,1,191.603792
1161,1,192.593021
974,1,200.716299
637,1,202.549020
1085,1,211.314655
515,1,101.324543
896,1,103.744879
1356,1,99.082443
189,1,99.788771
2376,1,97.570149
2185,1,220.598449
735,1,95.330933
768,1,95.302934
648,1,88.652710
2187,1,85.363394
1165,1,91.893981
797,1,96.013859
643,1,92.954831
2600,1,85.380753
1970,1,225.728020
1965,1,228.719330
1388,1,79.585422
1291,1,77.694275
157,1,83.131855
698,1,76.250043
700,1,76.194121
699,1,76.282814
736,1,76.188258
737,1,76.230109
769,1,77.206982
770,1,76.182854
1311,1,75.628262
2795,1,73.276861
2979,1,73.327390
1736,1,72.452828
1372,1,70.855091
1273,1,60.951202
1274,1,61.808522
1268,1,63.341006
1968,1,65.515385
646,1,57.202667
1269,1,59.202642
647,1,57.229516
804,1,57.148483
1014,1,60.279418
805,1,57.159248
1271,1,60.239183
1017,1,69.596162
2474,1,57.151585
1334,1,56.386480
2677,1,57.165792
230,1,48.814040
1386,1,56.387338
883,1,45.735402
2105,1,48.234398
595,1,50.325628
988,1,54.896374
1310,1,44.226226
1595,1,45.718413
156,1,42.686051
1317,1,44.190128
1969,1,42.711895
649,1,39.682694
1506,1,40.385408
659,1,38.912975
1319,1,39.172324
381,1,38.130404
382,1,38.094261
385,1,38.089919
673,1,38.186484
674,1,38.185031
675,1,38.093368
676,1,38.100896
677,1,38.148038
680,1,38.099821
679,1,38.460391
831,1,38.118256
832,1,38.099731
833,1,38.124594
834,1,38.130457
835,1,38.117892
838,1,38.103045
836,1,38.131593
840,1,38.126497
841,1,38.138993
1964,1,38.097230
1978,1,38.093336
1984,1,38.117011
1981,1,38.749448
2004,1,38.129483
2005,1,38.105984
2475,1,38.116148
2699,1,38.094631
2700,1,38.129038
2702,1,38.232399
2703,1,38.103440
2704,1,38.176888
2705,1,38.359404
2706,1,38.118817
2710,1,38.092297
2714,1,38.095420
2715,1,38.119598
2716,1,38.153386
2717,1,38.210951
2718,1,38.095949
2719,1,38.516850
650,1,36.564233
2720,1,38.091304
1327,1,36.571767
1835,1,36.557774
1316,1,37.342131
172,1,37.362048
2722,1,38.104185
2442,1,36.566475
2723,1,38.114966
2721,1,38.389258
2725,1,38.116113
2724,1,38.348847
2726,1,38.103401
2443,1,36.596942
2980,1,36.606770
2981,1,36.590081
888,1,35.817927
82,1,32.764085
1198,1,35.823873
1270,1,34.348468
159,1,35.172628
1235,1,35.078272
1144,1,31.242613
1834,1,32.879865
1846,1,30.534889
1847,1,30.475598
992,1,23.660576
1290,1,23.633782
1734,1,23.637107
1333,1,24.380098
1352,1,24.387247
683,1,22.880697
2444,1,24.403027
2447,1,24.409258
1848,1,30.486096
1816,1,23.685108
890,1,22.118544
1849,1,30.484472
938,1,22.096174
1259,1,25.974548
1850,1,30.541170
1851,1,30.665849
1596,1,27.426452
1597,1,27.440791
605,1,28.217578
1370,1,28.963523
1852,1,30.481144
1853,1,30.472219
2664,1,30.486521
940,1,19.826209
963,1,22.087579
941,1,20.616536
173,1,21.431893
1773,1,22.100135
383,1,19.054005
384,1,19.082327
90,1,16.786350
598,1,19.057492
820,1,19.051076
86,1,16.030910
91,1,16.766421
92,1,16.761046
1293,1,18.306013
2189,1,18.296642
2190,1,18.306567
2445,1,18.304115
837,1,19.071374
839,1,19.069033
87,1,16.023460
923,1,19.061618
2446,1,18.281800
93,1,16.001022
94,1,15.998617
2701,1,19.054759
2583,1,18.303330
229,1,16.004139
2448,1,19.058391
83,1,15.246043
1153,1,16.017562
1168,1,12.951447
85,1,15.249001
1167,1,14.509118
84,1,15.919790
88,1,15.263410
99,1,9.177591
89,1,15.256582
1256,1,14.520973
682,1,3.053846
687,1,3.052433
899,1,1.523195
897,1,3.054034
205,1,4.584751
929,1,1.523250
2675,1,3.819779
206,1,4.621052
2107,1,0.761719
211,1,4.591042
898,1,3.056140
212,1,4.576902
3017,1,4.571807
1776,1,2.975783
2380,1,3.045266
2381,1,3.044154
174,1,12.336096
3018,1,3.047118
3019,1,3.040560
103,1,7.461668
97,1,7.904014
148,1,7.442153
965,1,8.670346
102,1,7.881361
942,1,8.760073
98,1,8.142744
1169,1,8.628581
100,1,8.143692
101,1,8.143517
1023,1,8.867103
1779,1,8.080138
1951,1,8.528241
1950,1,8.749281
