job_number,run_time,n_procs
173,4,5.375289
103,1,7.625959
148,1,7.623536
98,1,8.386734
101,1,8.384276
102,1,8.383401
100,1,8.470650
97,1,8.500321
174,4,3.053205
99,1,9.234367
205,1,4.569636
206,1,4.571579
211,1,4.567808
212,1,4.568351
83,1,15.159128
84,1,15.163873
85,1,15.259464
88,1,15.258564
89,1,15.341796
86,1,15.850191
87,1,15.846299
93,1,15.857731
94,1,16.019437
90,1,16.473550
91,1,16.491539
92,1,16.683406
229,1,13.921202
82,1,29.214616
159,1,31.146088
172,1,32.906648
156,1,37.111018
157,1,67.829615
189,1,79.610233
115,1,96.992883
180,1,106.294570
230,32,1.588947
381,25,1.628957
382,25,1.548251
383,25,0.802815
384,25,1.145440
385,25,1.558396
637,12,16.836159
598,1,18.825237
317,6,28.935349
595,2,24.352127
640,25,4.638690
605,1,27.401044
646,25,2.492675
647,25,2.319218
650,2,16.037059
649,2,16.969617
643,2,40.195357
648,2,36.357783
639,2,71.652149
658,25,4.601241
673,25,1.791601
674,25,1.684106
675,25,1.936770
676,25,1.992583
677,25,1.620698
679,25,2.002111
680,25,2.391442
682,4,0.661644
687,4,0.683109
651,2,55.626311
698,25,3.093816
515,1,92.595954
699,25,3.909778
700,25,3.215790
683,2,11.539801
735,25,4.010642
736,25,3.148484
659,1,38.169090
737,25,3.055614
768,25,4.027607
769,25,3.226368
569,1,115.753797
770,25,3.670781
797,25,3.881569
804,25,2.309413
805,25,4.283100
820,25,0.891347
831,25,1.605823
832,25,1.546668
833,25,1.577985
834,25,1.859336
835,25,1.606471
836,25,1.534050
837,25,0.776730
838,25,2.160287
839,25,0.837285
840,25,1.555899
841,25,2.396527
899,2,0.764566
929,2,0.765015
897,2,1.532605
898,2,1.528243
942,12,0.781281
965,12,0.851846
883,12,3.817549
988,12,4.571993
1023,1,9.143668
1156,16,8.532152
923,1,19.072255
940,1,19.764979
1153,1,16.009198
941,1,20.589214
890,1,22.119053
938,1,22.104966
963,1,22.058869
992,1,23.852264
1161,12,16.316681
1144,1,31.206666
888,1,35.761147
1162,12,14.980825
1164,12,9.294205
1163,12,14.726326
1165,12,7.630724
1169,1,9.159550
1168,1,12.968548
1167,1,14.508624
1256,1,14.517678
1014,1,60.142311
1290,1,23.628331
1017,1,69.288710
1293,1,18.319006
1327,2,18.299546
1259,1,25.935533
1333,1,24.401014
1270,1,34.354432
1235,1,35.068702
1198,1,35.842630
1316,1,37.350595
1319,1,38.902866
1352,1,24.386398
1310,1,44.201084
1317,1,44.222347
1370,1,28.966373
896,1,103.554292
1339,4,41.214981
1269,1,58.698901
1271,1,60.249291
1273,1,61.049847
1274,1,62.076066
1268,1,63.325548
1334,1,56.415434
1594,12,13.787465
1595,12,3.859142
1506,1,40.275957
1596,12,2.335375
1597,12,2.297513
1776,1,3.058911
1386,1,56.353789
1311,1,75.523649
1835,8,4.796219
1779,1,8.425615
1291,1,77.757073
1846,8,3.823040
1847,8,3.826048
1848,8,3.812548
1372,1,70.761870
1773,1,22.112796
1849,8,3.820618
1734,1,23.627983
1816,1,23.651898
1850,8,3.817120
1851,8,3.851648
1852,8,3.849176
1853,8,3.862082
1950,4,2.285224
1951,4,2.284102
1834,1,32.594586
1388,1,79.029467
1819,4,37.817979
1356,1,96.549305
1338,1,132.093841
1736,1,64.664554
1964,25,1.539415
974,1,192.481628
1085,1,202.190646
1969,2,19.841654
1177,1,165.688824
1369,1,142.721964
1968,2,29.759892
1777,1,97.966051
1970,4,48.801475
1965,4,49.701706
1342,1,176.532151
1978,25,1.778115
1981,25,1.542954
1984,25,1.548315
2004,25,1.584048
2107,1,0.762795
1403,1,164.313139
2005,25,1.539055
2189,12,1.627151
2190,12,1.588197
2187,8,10.507011
2185,8,24.833375
2105,1,40.677154
2173,1,99.426135
2144,1,99.726570
2079,1,113.244919
2376,32,3.526083
2381,4,0.835889
2380,4,1.065172
2444,8,3.340237
2445,8,2.319067
2442,8,4.625891
2443,8,4.963964
2446,8,2.295713
2447,8,3.012603
2448,8,2.152053
2474,25,2.288523
2475,25,1.747534
2583,12,1.626303
2675,1,3.810962
2600,16,5.912666
2664,4,7.483786
2677,25,2.289948
2699,25,1.527157
2700,25,1.535837
2701,25,0.765749
2702,25,1.639533
2703,25,1.574083
2704,25,1.527506
2705,25,1.527707
2706,25,1.609804
2710,25,1.570469
2714,25,1.565380
2715,25,1.590088
2716,25,1.526696
2717,25,1.590192
2718,25,1.607495
2719,25,1.544676
2720,25,1.774835
2721,25,1.615887
2722,25,1.533980
2723,25,1.549540
2724,25,1.539878
2725,25,1.548782
2726,25,1.622355
2795,12,6.170732
2796,12,10.787230
2979,12,6.115818
2980,12,3.051095
3019,1,3.029383
2981,12,3.049215
3018,1,3.041257
3017,1,3.797986
