job_number,run_time,n_procs
1777,1,109.288511
1164,1,109.865279
658,1,114.394515
640,1,114.443689
115,1,122.792684
569,1,125.102578
651,1,126.642836
2796,1,128.319043
2173,1,131.217842
2144,1,131.255896
1156,1,134.352165
180,1,138.207403
1338,1,139.608769
2079,1,150.906262
1369,1,153.511616
1819,1,156.044137
639,1,160.145113
1339,1,164.733900
1594,1,164.753964
1162,1,174.292475
1163,1,174.577693
1177,1,174.983898
317,1,178.478253
1403,1,179.356038
1342,1,191.466668
1161,1,192.318330
637,1,201.380204
974,1,201.487647
515,1,101.484393
1085,1,212.227150
896,1,104.118099
1356,1,99.254125
189,1,99.936501
2185,1,220.182534
735,1,95.527027
2376,1,97.873752
768,1,95.377048
1165,1,91.639338
648,1,88.616717
2187,1,85.529843
797,1,95.469325
643,1,93.157110
2600,1,85.428146
1970,1,225.949388
1965,1,229.033235
1388,1,79.365973
1291,1,77.921157
157,1,83.180098
698,1,76.322055
699,1,76.345825
700,1,76.432997
736,1,76.338333
737,1,76.448638
769,1,76.304505
770,1,76.274169
1311,1,75.605300
2795,1,73.205538
2979,1,73.332637
1372,1,71.079688
1736,1,72.506959
1273,1,61.011477
1274,1,61.821493
1268,1,63.472360
1968,1,65.678391
646,1,57.210590
1269,1,58.714056
647,1,57.252931
804,1,57.241124
1014,1,60.239215
1017,1,69.451611
1271,1,60.244037
805,1,57.234998
2474,1,57.296853
1334,1,56.442563
2677,1,57.246275
2105,1,48.039063
1386,1,56.449281
883,1,45.905989
230,1,48.872200
595,1,50.347152
988,1,54.897384
1310,1,44.425725
1595,1,45.747910
156,1,42.694562
1969,1,42.741792
649,1,39.651550
1317,1,44.216471
1506,1,40.458625
659,1,38.944144
1319,1,38.923850
381,1,38.232184
382,1,38.186561
385,1,38.176424
673,1,38.145151
674,1,38.213675
675,1,38.195033
676,1,38.136927
677,1,38.183165
679,1,38.176673
680,1,38.142057
831,1,38.126458
833,1,38.173722
832,1,38.211048
834,1,38.147417
835,1,38.224688
836,1,38.175931
838,1,38.156065
840,1,38.118710
841,1,38.164469
1964,1,38.236929
1978,1,38.372661
1981,1,38.146806
1984,1,38.116416
2004,1,38.127074
2005,1,38.122400
2475,1,38.118781
2699,1,38.134375
2700,1,38.182503
2702,1,38.116758
2703,1,38.112874
2704,1,38.108270
2705,1,38.146703
2706,1,38.229816
2710,1,38.569128
2714,1,38.126765
2715,1,38.139634
2716,1,38.228607
2717,1,38.237008
2718,1,38.129458
2719,1,38.124275
2720,1,38.143153
2722,1,38.117998
2721,1,38.171780
172,1,37.359493
1327,1,36.652456
1316,1,37.395998
650,1,36.980411
1835,1,36.630554
2723,1,38.132716
2725,1,38.122603
2724,1,38.137125
2726,1,38.151370
2442,1,36.624150
2443,1,36.612174
2980,1,36.617785
2981,1,36.598021
888,1,35.835372
82,1,32.785586
1270,1,34.314724
1198,1,35.831411
159,1,35.847020
1235,1,36.144999
1144,1,31.253843
1834,1,32.801577
1846,1,30.576419
992,1,23.647718
1847,1,30.500007
1290,1,23.652874
683,1,22.910707
1734,1,23.656287
1816,1,23.644565
1333,1,24.391839
2444,1,24.404998
2447,1,24.426540
1352,1,24.455501
1848,1,30.496408
1849,1,30.515830
890,1,22.114108
938,1,22.113734
1259,1,25.964691
1850,1,30.575348
1596,1,27.443624
1597,1,27.464463
1851,1,30.524185
605,1,28.221143
1370,1,28.975145
1852,1,30.498535
1853,1,30.491836
2664,1,30.552756
963,1,22.105806
941,1,20.593361
173,1,21.344943
940,1,20.357334
1773,1,22.125775
383,1,19.057386
384,1,19.057201
598,1,19.105235
90,1,16.774638
1293,1,18.298565
2189,1,18.296269
2190,1,18.305062
92,1,16.792795
91,1,17.116613
2446,1,18.309202
820,1,19.095870
86,1,16.042397
837,1,19.067883
2445,1,18.510393
839,1,19.078416
87,1,16.011065
2448,1,18.300092
923,1,19.104316
93,1,16.013512
2701,1,19.120240
2583,1,18.295711
94,1,16.015741
229,1,16.029828
83,1,15.252743
84,1,15.246488
1153,1,16.011818
85,1,15.258352
1168,1,12.979205
99,1,9.146124
88,1,15.246428
1167,1,14.556963
1256,1,14.491285
89,1,15.256461
682,1,3.050679
687,1,3.049886
897,1,3.049194
2675,1,3.813013
898,1,3.049645
2107,1,0.763474
205,1,4.574695
206,1,4.573317
211,1,4.590193
212,1,4.574183
3017,1,4.574244
899,1,1.524303
1776,1,3.047086
174,1,12.381209
929,1,1.542985
2380,1,3.048072
2381,1,2.999716
3018,1,2.877111
3019,1,3.002713
103,1,7.195987
942,1,9.003077
98,1,7.858776
148,1,7.496036
97,1,8.145004
965,1,8.906987
100,1,8.141984
102,1,8.061815
101,1,8.128389
1779,1,8.109064
1023,1,8.474386
1950,1,8.465631
1951,1,8.474054
1169,1,8.724255
