job_number,run_time,n_procs
637,12,16.916795
2185,8,27.491143
317,6,29.439707
1970,4,56.110446
1965,4,56.846177
1162,12,14.515857
1163,11,28.988055
1161,2,95.770932
1594,12,13.839237
1339,4,41.138122
1165,6,15.192952
1156,16,8.461060
682,4,0.733483
1819,4,38.721498
2796,12,10.682452
640,15,9.728048
639,2,78.225289
651,2,59.759672
1177,1,169.597613
1403,1,172.818781
974,1,193.009228
1342,1,181.721986
1085,1,202.257392
1338,1,127.734150
658,25,4.686662
2107,1,0.732824
180,1,124.669474
2079,1,137.044812
1369,1,140.167245
2795,12,6.378032
1164,12,9.176122
115,1,108.295021
2144,1,118.281456
569,1,111.608536
2173,1,115.498610
1144,1,26.145555
896,1,76.879893
1777,1,81.960579
1356,1,75.703411
189,1,76.709460
515,1,78.353529
2376,28,6.138675
735,25,3.822043
899,2,0.763301
768,25,3.848786
929,2,0.800542
797,25,3.876161
2600,16,5.454667
2187,8,10.485190
1259,1,25.103827
1333,1,22.860127
1352,1,22.478988
648,2,37.729120
643,2,39.347535
699,25,3.350559
173,4,4.322990
700,25,3.068501
736,25,3.068261
737,25,3.337822
383,7,2.620261
769,25,3.284520
384,7,2.629564
941,1,19.566918
770,25,3.079378
940,1,18.757909
2979,12,6.120849
698,1,67.655025
1291,1,68.034126
157,1,74.395854
1388,1,70.057986
646,8,9.144740
598,1,18.891114
1968,2,29.820071
1269,1,50.791665
1014,1,51.969256
1271,1,51.998821
1273,1,52.221627
1274,1,53.005991
647,25,2.446817
1268,1,55.109552
804,25,2.587054
805,25,3.081663
1017,1,61.096457
1372,1,62.001356
2474,25,2.323419
1736,1,63.707951
1311,1,66.819644
2677,25,3.244242
86,1,16.318554
87,1,15.661301
988,12,4.494064
93,1,15.828247
230,16,3.048436
94,1,16.086166
883,12,3.999876
1595,12,4.070975
229,1,15.796551
595,2,23.195889
1969,2,18.340753
659,1,32.193249
1319,1,32.323146
649,1,32.795310
1310,1,37.434719
1506,1,33.759231
381,25,1.561981
2105,1,41.475916
1334,1,49.272511
156,1,35.676210
1317,1,37.247110
1386,1,49.365227
385,25,1.811159
673,25,1.653259
942,7,1.320669
382,5,7.158680
674,25,1.579456
965,7,1.206354
675,25,1.536564
99,1,8.474082
676,25,1.530469
677,25,1.528837
1950,4,2.355362
679,25,1.549199
1951,4,2.323914
680,25,1.897293
1023,1,9.156871
831,25,1.586871
1169,1,9.108839
832,25,1.532771
833,25,1.749028
97,1,8.318276
834,25,1.539506
835,25,1.534010
98,1,8.338812
836,25,1.538529
100,1,8.266916
687,4,0.613722
101,1,8.189098
897,2,1.595210
838,25,1.608880
102,1,8.225610
840,25,1.529227
1779,1,8.215125
841,25,1.568959
103,1,7.466362
205,1,4.573786
206,1,4.580277
1964,25,1.547430
148,1,7.611590
211,1,4.573795
212,1,4.573950
898,2,1.527111
1978,25,1.545052
2380,4,0.761833
2675,1,3.906317
3017,1,4.596078
2381,4,0.762966
1981,25,1.799572
1776,1,3.050615
1984,25,1.527080
3018,1,2.981823
3019,1,2.982146
2004,25,1.527502
2005,25,1.754694
2475,25,1.609767
2699,25,1.527783
2700,25,1.876866
2702,25,1.623755
2703,25,1.532115
2704,25,1.598114
2705,25,1.545065
2706,25,1.534497
2710,25,1.662672
2714,25,1.532426
2715,25,1.555668
2716,25,1.529013
2717,25,1.889176
2718,25,1.614037
2719,25,1.559298
2720,25,1.616202
2721,25,1.619744
2722,25,1.589979
2723,25,1.542677
2724,25,1.701273
2725,25,2.956748
2726,25,1.531971
2442,8,4.576031
2443,8,4.598017
1835,8,4.613975
2981,12,3.052383
2444,8,3.077961
1846,8,3.815190
1847,8,3.816250
1848,8,3.839498
1327,2,18.317448
650,2,18.402535
2980,2,18.295140
1850,8,3.866856
1851,8,4.088443
1852,8,3.808861
1853,8,3.841005
1849,2,15.365273
1596,12,2.866137
2664,4,7.597076
1597,12,2.341892
1316,1,37.334877
172,1,37.349228
159,1,34.880869
1235,1,34.878811
2447,2,12.050109
683,2,11.221587
1834,1,32.410156
82,1,32.431813
1198,1,35.554326
888,1,35.685724
1270,1,33.684470
820,22,1.770350
1370,1,27.560979
1290,1,21.337204
890,1,20.543564
605,1,26.302286
992,1,22.040198
1734,1,22.076219
938,1,19.800361
1773,1,19.830416
837,25,0.787361
1816,1,22.050798
963,1,20.624229
839,25,0.923410
2701,25,0.777490
2190,12,1.525446
2445,8,2.288973
174,4,3.072235
2189,5,4.572786
2446,8,2.284897
2448,8,2.294501
2583,12,1.559566
1168,1,10.601550
923,1,18.076818
84,1,12.588931
89,1,12.587954
1293,1,17.357957
1167,1,13.370950
85,1,13.637179
91,1,13.786689
1256,1,13.018957
83,1,13.982421
88,1,13.985481
1153,1,14.009725
90,1,15.060908
92,1,15.070150
