job_number,run_time,n_procs
173,4,5.342952
103,1,7.615570
148,1,7.609355
98,1,8.362553
100,1,8.366103
97,1,8.395092
102,1,8.386284
101,1,8.399069
174,4,3.078070
99,1,9.148811
205,1,4.572497
206,1,4.564805
211,1,4.554884
212,1,4.555339
83,1,15.096568
84,1,15.271414
88,1,15.253187
89,1,15.249224
85,1,15.292395
86,1,15.945531
87,1,15.953711
94,1,15.924345
93,1,15.938218
91,1,16.477213
90,1,16.531125
92,1,16.533700
229,1,14.262795
82,1,28.322512
159,1,31.606811
172,1,33.429559
156,1,37.637335
157,1,69.020280
189,1,79.020307
115,1,96.870775
180,1,105.513438
230,32,1.734391
381,25,1.649910
382,25,2.007837
383,25,0.868886
384,25,0.873834
385,25,1.544887
637,12,16.775616
598,1,18.845643
317,6,29.113782
595,2,24.383952
640,25,4.619321
605,1,27.396594
646,25,2.612002
647,25,2.380191
650,2,15.835384
649,2,17.051027
643,2,39.960353
648,2,36.549704
639,2,71.575126
658,25,4.646034
673,25,1.538938
674,25,1.575586
675,25,1.674820
676,25,1.722535
677,25,2.567744
679,25,3.012328
680,25,1.601243
651,2,55.081902
682,4,0.656966
687,4,0.656229
698,25,3.269808
515,1,92.249948
699,25,3.079311
700,25,3.063817
683,2,11.263621
735,25,3.839212
736,25,3.052443
659,1,38.245241
737,25,3.054249
768,25,3.814052
769,25,3.119070
569,1,116.069567
770,25,3.186612
797,25,3.951932
804,25,2.298292
805,25,2.416185
820,25,0.894911
831,25,1.909444
832,25,1.626690
833,25,1.535923
834,25,1.569634
835,25,2.222744
836,25,1.562308
837,25,0.849894
838,25,1.590811
839,25,0.769372
840,25,1.528216
841,25,1.534453
929,2,0.762022
899,2,0.770506
897,2,1.544623
898,2,1.541425
942,12,0.772135
965,12,1.169639
883,12,4.067337
988,12,4.573214
1023,1,9.136700
1156,16,8.433887
923,1,19.012512
940,1,19.764180
1153,1,16.004375
941,1,20.745822
890,1,22.039975
938,1,22.059942
963,1,22.058349
992,1,23.546674
1161,12,16.440197
1144,1,31.466072
888,1,35.744837
1162,12,15.399174
1163,12,14.634848
1164,12,9.565170
1165,12,7.631171
1169,1,9.923171
1168,1,12.954709
1167,1,14.478340
1256,1,14.478076
1014,1,60.143297
1290,1,23.631470
1017,1,69.769163
1293,1,18.288269
1327,2,18.321464
1259,1,25.901632
1333,1,24.430661
1270,1,34.291869
1235,1,35.039929
1198,1,35.806575
1316,1,37.333541
1319,1,38.979683
1352,1,24.415008
1310,1,44.233684
1317,1,44.227270
1370,1,28.940269
896,1,103.522980
1339,4,41.277724
1269,1,58.688115
1271,1,60.238788
1274,1,61.706643
1273,1,61.833069
1268,1,63.262875
1334,1,56.386176
1594,12,13.768610
1595,12,3.827112
1506,1,40.347901
1596,12,2.286754
1597,12,2.297678
1776,1,3.046691
1386,1,56.358250
1311,1,75.482684
1835,8,4.574635
1779,1,8.377218
1291,1,77.706319
1846,8,3.835688
1847,8,4.117084
1848,8,3.853700
1372,1,70.816554
1773,1,22.069150
1849,8,3.835836
1816,1,23.622536
1734,1,23.655599
1850,8,3.877602
1851,8,3.846911
1852,8,3.934399
1853,8,3.970334
1950,4,2.282803
1951,4,2.329432
1834,1,32.529488
1388,1,79.153011
1819,4,38.226141
1356,1,96.214983
1338,1,132.336149
1736,1,65.109430
1964,25,1.715802
974,1,192.872906
1085,1,202.615927
1969,2,19.878965
1177,1,165.471715
1369,1,143.840225
1968,2,29.667896
1777,1,98.024877
1342,1,175.730785
1970,4,48.843969
1965,4,49.442836
1978,25,1.635858
1981,25,1.617427
1984,25,1.534078
2004,25,1.534666
1403,1,163.873706
2107,1,0.762559
2005,25,1.538280
2189,12,1.529477
2190,12,1.624425
2187,8,10.396405
2185,8,24.479454
2105,1,39.847909
2173,1,98.640484
2144,1,99.137002
2079,1,112.425962
2376,32,4.511431
2380,4,0.782195
2381,4,0.780098
2445,8,2.310590
2444,8,3.097590
2442,8,4.602364
2443,8,4.602488
2446,8,2.301553
2447,8,3.023696
2448,8,2.185767
2474,25,2.378555
2475,25,1.572022
2583,12,1.548049
2675,1,3.465796
2600,16,5.354110
2664,4,7.580330
2677,25,2.300777
2699,25,1.772973
2700,25,1.525259
2701,25,0.828830
2702,25,1.907812
2703,25,2.313538
2704,25,1.673080
2705,25,1.525733
2706,25,1.525294
2710,25,1.526268
2714,25,1.603414
2715,25,1.577010
2716,25,2.083622
2717,25,1.536439
2718,25,1.599845
2719,25,1.566287
2720,25,1.599849
2721,25,1.742655
2722,25,2.321864
2723,25,1.573385
2724,25,1.535451
2725,25,1.529276
2726,25,1.547113
2795,12,6.212982
2796,12,10.748823
2979,12,6.165968
2980,12,3.054833
3018,1,2.662856
3019,1,2.667327
2981,12,3.054985
3017,1,3.744252
